./text_en/AdviceText.utf.txt,,達成率,5.881%
UI MP Player Dropped Message,"Communication has been lost with this player, and they have been dropped from the game. The computer will now control their faction. Restart the game and load the autosave game to have them rejoin.",通信は、このプレーヤーで失われてしまった、と彼らはゲームから削除されました。コンピュータは現在、彼らの派閥を制御します。ゲームを再起動し、それらを再度参加持っている自動保存ゲームをロードします。,
UI MP Host Dropped Title,Host Quit,終了ホスト,
UI MP Host Dropped Msg,"The host has quit, terminating the game. If the remaining players wish to continue, then one of them should become host, start a new game and loading the autosave game.",ホストがゲームを終了し、終了しました。残りのプレイヤーは継続したい場合は、そのうちの一つは、ホストになる新しいゲームを開始し、自動保存ゲームをロードする必要があります。,
UI MP Lost Connection Title,Connection Lost,接続切断,
UI MP Lost Connection Msg,"Your connection to the host has been lost, causing the game to terminate.",ホストへの接続は、ゲームが終了させ、失われています。,
UI MP Tag Resumed Game,Resumed,再開,
UI MP Selection Failed Msg 2,"Your chosen faction is not available, as it has been selected by another player.",それは他のプレイヤーによって選択されたとして、あなたの選ばれた派閥は、利用できません。,
UI MP Kick Game Player Title,Kick Player ?,プレイヤーをキック？,
UI MP Kick Game Player Msg,"Do you want to remove this player from the game? If you do, the computer will take over their remaining forces.",あなたはこのゲームから、このプレーヤーを削除しますか？そうした場合、コンピュータはその残りの力を引き継ぎます。,
UI MP Other Kicked Message Name,Player Kicked,プレイヤー蹴ら,
UI MP Other Kicked Message Msg,The host has kicked this player from the game. Their forces will now be controlled by the computer.,ホストがゲームからこのプレーヤーを蹴りました。彼らの力は今、コンピュータによって制御されます。,
UI MP Self Kicked Title,Kicked,蹴ら,
UI MP Self Kicked Msg,The host has removed you from the game.,ホストがゲームからあなたを削除しています。,
TT Unit Experience Icon,Experience gained in battle. Improves combat efficiency by {0}%.,経験が戦闘で得。 {0}％の戦闘効率を向上させることができます。,
TT Unit Experience Icon 2,Experience gained in battle. Improves combat efficiency by {0}% and shooting effectiveness by {1}%.,経験が戦闘で得。 {0}％の戦闘効率を向上させ、{1}％の効果を撮影。,
TT Unit Card No Replenishment,The unite is unable to replenish losses here.,ユナイトは、ここでの損失を補充することができません。,
TT Unit Card Delayed Replenishment,"The unit can potentially replenish losses here, but currently cannot due to unrest, turmoil, or lack of available recruits.",ユニットは、潜在的に、ここでの損失を補充するが、現在の不安、混乱、または使用可能な新兵の欠如によるものではないことができます。,
TT Unit Card Replenishment Ok,"The unit can replenish any losses it has suffered if it remains in the territory of this settlement, and does not take part in any battles.",ユニットは、この和解の領土に残り、任意の戦いに参加していない場合、それは被ったいかなる損失を補充することができます。,
TT Unit Card Upgraded Armor,This unit has upgraded armor. It's effects are reflected in the improved armor and defense values.,このユニットは、鎧をアップグレードしました。これの効果は改善鎧、防衛値に反映されます。,
TT Unit Card Numbers Men,Strength = {0} of {1},強度= {0}、{1}の,
TT Unit Card Efficiency,Efficiency {0:n0}%,効率{0：N0}％,
